2019-09-01 13:34:18.531 [restartedMain] INFO  com.payProject.application - Starting application on DESKTOP-7NQ821V with PID 7584 (C:\Users\ADMIN\git\new\payproduct\parProject\target\classes started by ADMIN in C:\Users\ADMIN\git\new\payproduct\parProject)
2019-09-01 13:35:01.967 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:01.992 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:02.018 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:02.044 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:02.078 [http-nio-8012-exec-1] INFO  com.payProject.manage.contorller.ChannelContorller - 查询渠道请求参数com.payProject.manage.entity.Channel@6e955db0[
  channelNo=<null>
  channelAccount=<null>
  channelName=<null>
  channelStautus=<null>
  id=<null>
  createTime=2019-09-01 13:35:02.0
  submitTime=2019-09-01 13:35:02.0
  submitSystem=PP
  status=1
]
2019-09-01 13:35:02.079 [http-nio-8012-exec-1] DEBUG c.p.m.mapper.ChannelMapper.selectByExample_COUNT - ==>  Preparing: SELECT count(0) FROM manage_channel 
2019-09-01 13:35:02.079 [http-nio-8012-exec-1] DEBUG c.p.m.mapper.ChannelMapper.selectByExample_COUNT - ==> Parameters: 
2019-09-01 13:35:02.080 [http-nio-8012-exec-1] DEBUG c.p.m.mapper.ChannelMapper.selectByExample_COUNT - <==      Total: 1
2019-09-01 13:35:02.081 [http-nio-8012-exec-1] DEBUG c.p.manage.mapper.ChannelMapper.selectByExample - ==>  Preparing: select 'true' as QUERYID, id, channelNo, channelAccount, channelName, channelStautus, createTime, submitTime, submitSystem, status from manage_channel LIMIT ? 
2019-09-01 13:35:02.081 [http-nio-8012-exec-1] DEBUG c.p.manage.mapper.ChannelMapper.selectByExample - ==> Parameters: 10(Integer)
2019-09-01 13:35:02.083 [http-nio-8012-exec-1] DEBUG c.p.manage.mapper.ChannelMapper.selectByExample - <==      Total: 1
2019-09-01 13:35:02.084 [http-nio-8012-exec-1] INFO  com.payProject.manage.contorller.ChannelContorller - 增加银行卡相应参数com.payProject.config.common.PageResult@f57cbe0[
  Code=0
  mas=<null>
  count=1
  data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=1, pages=1, reasonable=false, pageSizeZero=false}[com.payProject.manage.entity.Channel@56fc854d[
  channelNo=CH100000
  channelAccount=MYCHANNEL
  channelName=自己渠道
  channelStautus=1
  id=8
  createTime=2019-08-25 11:56:20.0
  submitTime=2019-08-25 11:56:20.0
  submitSystem=PP
  status=1
]]
]
2019-09-01 13:35:02.086 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.738 [http-nio-8012-exec-4] DEBUG c.p.manage.mapper.PayTypeMapper.selectByExample - ==>  Preparing: select 'true' as QUERYID, id, payTypeNo, payTypeName, createTime, submitTime, submitSystem, status from manage_paytype 
2019-09-01 13:35:04.739 [http-nio-8012-exec-4] DEBUG c.p.manage.mapper.PayTypeMapper.selectByExample - ==> Parameters: 
2019-09-01 13:35:04.740 [http-nio-8012-exec-4] DEBUG c.p.manage.mapper.PayTypeMapper.selectByExample - <==      Total: 2
2019-09-01 13:35:04.741 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.930 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.930 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.930 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.936 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.937 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.942 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.960 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.964 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.986 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.992 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:04.996 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.012 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.023 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.047 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.071 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.095 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.118 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.144 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:05.172 [http-nio-8012-exec-7] INFO  com.payProject.manage.contorller.ChannelContorller - 查询渠道费率请求参数com.payProject.manage.entity.ChannelFee@2cc0ecb4[
  channelNo=<null>
  channelAccount=<null>
  channelName=<null>
  payType=<null>
  fee=<null>
  settle=<null>
  id=<null>
  createTime=2019-09-01 13:35:05.0
  submitTime=2019-09-01 13:35:05.0
  submitSystem=PP
  status=1
]
2019-09-01 13:35:05.177 [http-nio-8012-exec-7] DEBUG c.p.m.m.ChannelFeeMapper.selectByExample_COUNT - ==>  Preparing: SELECT count(0) FROM manage_channel_fee 
2019-09-01 13:35:05.177 [http-nio-8012-exec-7] DEBUG c.p.m.m.ChannelFeeMapper.selectByExample_COUNT - ==> Parameters: 
2019-09-01 13:35:05.178 [http-nio-8012-exec-7] DEBUG c.p.m.m.ChannelFeeMapper.selectByExample_COUNT - <==      Total: 1
2019-09-01 13:35:05.179 [http-nio-8012-exec-7] DEBUG c.p.manage.mapper.ChannelFeeMapper.selectByExample - ==>  Preparing: select 'true' as QUERYID, id, channelNo, channelAccount, channelName, payType, fee, settle, createTime, submitTime, submitSystem, status from manage_channel_fee LIMIT ? 
2019-09-01 13:35:05.179 [http-nio-8012-exec-7] DEBUG c.p.manage.mapper.ChannelFeeMapper.selectByExample - ==> Parameters: 10(Integer)
2019-09-01 13:35:05.180 [http-nio-8012-exec-7] DEBUG c.p.manage.mapper.ChannelFeeMapper.selectByExample - <==      Total: 2
2019-09-01 13:35:05.180 [http-nio-8012-exec-7] INFO  com.payProject.manage.contorller.ChannelContorller - 查询渠道费率响应结果集com.payProject.config.common.PageResult@53bb8a9[
  Code=0
  mas=<null>
  count=2
  data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=2, pages=1, reasonable=false, pageSizeZero=false}[com.payProject.manage.entity.ChannelFee@4bf388f[
  channelNo=CH100000
  channelAccount=MYCHANNEL
  channelName=自己渠道
  payType=PAY1000
  fee=0.000
  settle=100
  id=7
  createTime=2019-08-25 16:26:14.0
  submitTime=2019-08-25 16:26:14.0
  submitSystem=PP
  status=1
], com.payProject.manage.entity.ChannelFee@673df5ba[
  channelNo=CH100000
  channelAccount=MYCHANNEL
  channelName=自己渠道
  payType=PAY1001
  fee=0.000
  settle=90
  id=8
  createTime=2019-08-25 16:26:51.0
  submitTime=2019-08-25 16:26:51.0
  submitSystem=PP
  status=1
]]
]
2019-09-01 13:35:05.182 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.047 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.207 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.207 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.208 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.212 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.212 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.215 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.234 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.235 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.263 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.265 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.266 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.278 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.286 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.305 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.331 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.354 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.378 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.405 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:06.443 [http-nio-8012-exec-8] INFO  com.payProject.manage.contorller.ChannelContorller - 查询产品类型请求参数com.payProject.manage.entity.PayType@7b810e79[
  payTypeNo=<null>
  payTypeName=<null>
  id=<null>
  createTime=2019-09-01 13:35:06.0
  submitTime=2019-09-01 13:35:06.0
  submitSystem=PP
  status=1
]
2019-09-01 13:35:06.444 [http-nio-8012-exec-8] DEBUG c.p.m.mapper.PayTypeMapper.selectByExample_COUNT - ==>  Preparing: SELECT count(0) FROM manage_paytype 
2019-09-01 13:35:06.445 [http-nio-8012-exec-8] DEBUG c.p.m.mapper.PayTypeMapper.selectByExample_COUNT - ==> Parameters: 
2019-09-01 13:35:06.446 [http-nio-8012-exec-8] DEBUG c.p.m.mapper.PayTypeMapper.selectByExample_COUNT - <==      Total: 1
2019-09-01 13:35:06.447 [http-nio-8012-exec-8] DEBUG c.p.manage.mapper.PayTypeMapper.selectByExample - ==>  Preparing: select 'true' as QUERYID, id, payTypeNo, payTypeName, createTime, submitTime, submitSystem, status from manage_paytype LIMIT ? 
2019-09-01 13:35:06.447 [http-nio-8012-exec-8] DEBUG c.p.manage.mapper.PayTypeMapper.selectByExample - ==> Parameters: 10(Integer)
2019-09-01 13:35:06.449 [http-nio-8012-exec-8] DEBUG c.p.manage.mapper.PayTypeMapper.selectByExample - <==      Total: 2
2019-09-01 13:35:06.449 [http-nio-8012-exec-8] INFO  com.payProject.manage.contorller.ChannelContorller - 查询产品类型响应结果集com.payProject.config.common.PageResult@2f354a98[
  Code=0
  mas=<null>
  count=2
  data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=2, pages=1, reasonable=false, pageSizeZero=false}[com.payProject.manage.entity.PayType@73ddccd5[
  payTypeNo=PAY1000
  payTypeName=宝转卡
  id=5
  createTime=2019-08-25 16:09:50.0
  submitTime=2019-08-25 16:09:50.0
  submitSystem=PP
  status=1
], com.payProject.manage.entity.PayType@7125c51e[
  payTypeNo=PAY1001
  payTypeName=银联
  id=6
  createTime=2019-08-25 16:26:38.0
  submitTime=2019-08-25 16:26:38.0
  submitSystem=PP
  status=1
]]
]
2019-09-01 13:35:06.451 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.044 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.080 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.080 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.081 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.083 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.088 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.088 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.107 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.107 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.138 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.140 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.144 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.155 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.162 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.206 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.235 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.261 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.288 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.327 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:35:20.367 [http-nio-8012-exec-8] INFO  c.payProject.manage.contorller.BankCardContorller - 查询银行卡请求参数com.payProject.manage.entity.BankCardEntity@466d3981[
  bankId=<null>
  bankType=<null>
  bankCard=<null>
  bankName=<null>
  cardholder=<null>
  treasurer=<null>
  liabilities=<null>
  bankAmount=<null>
  bankPhone=<null>
  cardholderId=<null>
  bankNote=<null>
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  id=<null>
  createTime=2019-09-01 13:35:20.0
  submitTime=2019-09-01 13:35:20.0
  submitSystem=PP
  status=1
]
2019-09-01 13:35:20.369 [http-nio-8012-exec-8] DEBUG c.p.m.mapper.BankCardMapper.selectByExample_COUNT - ==>  Preparing: SELECT count(0) FROM manage_bankcard 
2019-09-01 13:35:20.369 [http-nio-8012-exec-8] DEBUG c.p.m.mapper.BankCardMapper.selectByExample_COUNT - ==> Parameters: 
2019-09-01 13:35:20.370 [http-nio-8012-exec-8] DEBUG c.p.m.mapper.BankCardMapper.selectByExample_COUNT - <==      Total: 1
2019-09-01 13:35:20.371 [http-nio-8012-exec-8] DEBUG c.p.manage.mapper.BankCardMapper.selectByExample - ==>  Preparing: select 'true' as QUERYID, id, bankId, bankType, bankCard, bankName, cardholder, treasurer, liabilities, bankAmount, createTime, submitTime, submitSystem, status, retain1, retain2, retain3, retain4, retain5, retain6, retain7,bankPhone,cardholderId from manage_bankcard order by createTime ASC LIMIT ? 
2019-09-01 13:35:20.371 [http-nio-8012-exec-8] DEBUG c.p.manage.mapper.BankCardMapper.selectByExample - ==> Parameters: 10(Integer)
2019-09-01 13:35:20.373 [http-nio-8012-exec-8] DEBUG c.p.manage.mapper.BankCardMapper.selectByExample - <==      Total: 1
2019-09-01 13:35:20.374 [http-nio-8012-exec-8] INFO  c.payProject.manage.contorller.BankCardContorller - 增加银行卡相应参数com.payProject.config.common.PageResult@37779589[
  Code=0
  mas=<null>
  count=1
  data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=1, pages=1, reasonable=false, pageSizeZero=false}[com.payProject.manage.entity.BankCardEntity@2389c6d2[
  bankId=100001
  bankType=0
  bankCard=6442665232562256
  bankName=中国工商银行
  cardholder=章台
  treasurer=艾琳
  liabilities=艾琳
  bankAmount=<null>
  bankPhone=157444515245
  cardholderId=3215445123156563
  bankNote=<null>
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  id=2
  createTime=2019-08-21 12:13:50.0
  submitTime=2019-08-21 12:13:50.0
  submitSystem=PP
  status=1
]]
]
2019-09-01 13:35:20.376 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 14:34:41.468 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
2019-09-01 14:34:41.515 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
2019-09-01 15:34:41.465 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
2019-09-01 15:34:41.481 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
2019-09-01 16:34:41.465 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
2019-09-01 16:34:41.475 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
2019-09-01 17:34:41.461 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
2019-09-01 17:34:41.465 [SessionValidationThread-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
2019-09-01 17:42:58.664 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.664 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.940 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.943 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.943 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.943 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.945 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.957 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.972 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.972 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:58.976 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.012 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.030 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.031 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.071 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.660 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.691 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.692 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.694 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.698 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.704 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.710 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.713 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.719 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.721 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.765 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 17:42:59.768 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
